CRIMETYPE	DATETIME	CASENUMBER	DESCRIPTION	POLICEBEAT	ADDRESS	CITY	STATE	Location
VANDALISM	10/10/2018 08:00:00 PM	18-914348	VANDALISM	08X	2400 BROADWAY	Oakland	CA	"2400 BROADWAY
Oakland, CA
(37.813391, -122.265467)"
FRAUD	11/19/2018 02:15:00 PM	18-916561	USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.	24X	3500 LYON AV	Oakland	CA	"3500 LYON AV
Oakland, CA
(37.787043, -122.211972)"
ASSAULT	12/10/2018 06:51:00 PM	18-062380	THREAT CRIME:INT:TERRORIZE	34X	9400 INTERNATIONAL BLVD	Oakland	CA	"9400 INTERNATIONAL BLVD
Oakland, CA
(37.747073, -122.172434)"
THEFT/LARCENY	10/29/2018 07:30:00 AM	18-054883	THEFT	21Y	3100 SUTER ST	Oakland	CA	"3100 SUTER ST
Oakland, CA
(37.794962, -122.20922)"
ASSAULT	09/30/2018 10:22:00 PM	18-049684	SHOOT:INHAB DWELL/VEH/ETC	27Y	6200 HAYES ST	Oakland	CA	"6200 HAYES ST
Oakland, CA
(37.767436, -122.192121)"
VANDALISM	10/07/2018 02:30:00 PM	18-051028	VANDALISM	04X	1500 LAKESIDE DR	Oakland	CA	"1500 LAKESIDE DR
Oakland, CA
(37.802944, -122.261708)"
THEFT/LARCENY	10/10/2018 08:30:00 PM	18-914402	BURGLARY-AUTO	03X	300 12TH ST	Oakland	CA	"300 12TH ST
Oakland, CA
(37.796574, -122.256491)"
VANDALISM	11/06/2018 08:45:00 PM	18-915921	VANDALISM	03Y	1200 CLAY ST	Oakland	CA	"1200 CLAY ST
Oakland, CA
(37.804497, -122.27411)"
MOTOR VEHICLE THEFT	10/09/2018 01:15:00 PM	18-051270	VEHICLE THEFT - AUTO	33X	1300 92ND AV	Oakland	CA	"1300 92ND AV
Oakland, CA
(37.747702, -122.175346)"
VANDALISM	10/28/2018 09:30:00 PM	18-054810	VANDALISM:DAMAGE PROPERTY	26Y	800 77TH AV	Oakland	CA	"800 77TH AV
Oakland, CA
(37.751754, -122.193427)"
THEFT/LARCENY	12/14/2018 10:49:00 AM	18-063002	THEFT	14X	600 BELLEVUE AV	Oakland	CA	"600 BELLEVUE AV
Oakland, CA
(37.807478, -122.255985)"
THEFT/LARCENY	10/15/2018 10:30:00 PM	18-052714	THEFT	25X	4400 REINHARDT DR	Oakland	CA	"4400 REINHARDT DR
Oakland, CA
(37.79207, -122.183768)"
MOTOR VEHICLE THEFT	12/12/2018 10:00:00 PM	18-062752	VEHICLE THEFT - AUTO	23X	1000 35TH AV	Oakland	CA	"1000 35TH AV
Oakland, CA
(37.774275, -122.224079)"
MOTOR VEHICLE THEFT	12/17/2018 03:23:00 PM	18-063509	VEHICLE THEFT - AUTO	26Y	6700 EASTLAWN ST	Oakland	CA	"6700 EASTLAWN ST
Oakland, CA
(37.759282, -122.195507)"
ASSAULT	10/10/2018 11:00:00 PM	18-051570	EXHIBIT FIREARM	33X	1000 88TH AV	Oakland	CA	"1000 88TH AV
Oakland, CA
(37.748173, -122.181955)"
ASSAULT	10/01/2018 11:00:00 PM	18-049884	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	27X	2000 45TH AV	Oakland	CA	"2000 45TH AV
Oakland, CA
(37.775173, -122.209645)"
MOTOR VEHICLE THEFT	09/30/2018 09:00:00 PM	18-049767	VEHICLE THEFT - AUTO	29X	3100 63RD AV	Oakland	CA	"3100 63RD AV
Oakland, CA
(37.773153, -122.182523)"
MOTOR VEHICLE THEFT	11/14/2018 06:00:00 PM	18-057868	VEHICLE THEFT - AUTO	25X	4500 FAIR AV	Oakland	CA	"4500 FAIR AV
Oakland, CA
(37.790355, -122.185436)"
BURGLARY	11/14/2018 04:30:00 PM	18-057794	BURGLARY-FORCIBLE ENTRY	06X	3800 WEST ST	Oakland	CA	"3800 WEST ST
Oakland, CA
(37.827633, -122.271646)"
THEFT/LARCENY	11/05/2018 08:10:00 PM	18-915855	THEFT	03Y	500 10TH ST	Oakland	CA	"500 10TH ST
Oakland, CA
(37.801958, -122.273972)"
MOTOR VEHICLE THEFT	12/17/2018 09:00:00 PM	18-063676	VEHICLE THEFT - AUTO	19X	1100 E 12TH ST	Oakland	CA	"1100 E 12TH ST
Oakland, CA
(37.790456, -122.249576)"
ASSAULT	10/01/2018 09:20:00 PM	18-049868	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	30Y	7600 MACARTHUR BLVD	Oakland	CA	"7600 MACARTHUR BLVD
Oakland, CA
(37.767423, -122.169566)"
MOTOR VEHICLE THEFT	12/02/2018 08:00:00 PM	18-060956	VEHICLE THEFT - AUTO	14Y	300 SANTA CLARA AV	Oakland	CA	"300 SANTA CLARA AV
Oakland, CA
(37.816129, -122.249438)"
ASSAULT	12/13/2018 04:49:00 PM	18-062872	BATTERY	04X	500 14TH ST	Oakland	CA	"500 14TH ST
Oakland, CA
(37.80492, -122.272704)"
THEFT/LARCENY	11/05/2018 07:00:00 AM	18-056357	THEFT	11X	5400 SHATTUCK AV	Oakland	CA	"5400 SHATTUCK AV
Oakland, CA
(37.839264, -122.264366)"
THEFT/LARCENY	11/16/2018 12:00:00 AM	18-916487	THEFT	04X	2100 FRANKLIN ST	Oakland	CA	"2100 FRANKLIN ST
Oakland, CA
(37.810619, -122.26661)"
DISTURBING THE PEACE	12/22/2018 05:28:00 PM	18-064476	DISTURB THE PEACE	07X	2300 SAN PABLO AV	Oakland	CA	"2300 SAN PABLO AV
Oakland, CA
(37.813591, -122.274188)"
ROBBERY	12/14/2018 12:30:00 PM	18-063028	ROBBERY-FIREARM	34X	9600 BIRCH ST	Oakland	CA	"9600 BIRCH ST
Oakland, CA
(37.748295, -122.166115)"
DUI	11/25/2018 09:47:00 PM	18-059558	DUI ALCOHOL/DRUGS	05X	1700 FILBERT ST	Oakland	CA	"1700 FILBERT ST
Oakland, CA
(37.811161, -122.282105)"
MOTOR VEHICLE THEFT	10/22/2018 05:00:00 PM	18-053726	VEHICLE THEFT - AUTO	34X	1700 AUSEON AV	Oakland	CA	"1700 AUSEON AV
Oakland, CA
(37.753865, -122.172845)"
THEFT/LARCENY	10/10/2018 09:25:00 PM	18-914349	BURGLARY-AUTO	12X	400 40TH ST	Oakland	CA	"400 40TH ST
Oakland, CA
(37.828507, -122.26004)"
MOTOR VEHICLE THEFT	10/10/2018 01:48:00 PM	18-051538	VEHICLE THEFT - AUTO	09X	200 38TH ST	Oakland	CA	"200 38TH ST
Oakland, CA
(37.8255, -122.256571)"
THEFT/LARCENY	10/10/2018 08:00:00 PM	18-914393	BURGLARY-AUTO	08X	2400 WEBSTER ST	Oakland	CA	"2400 WEBSTER ST
Oakland, CA
(37.813446, -122.264865)"
ASSAULT	10/08/2018 05:46:00 PM	18-051123	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	19X	900 E 10TH ST	Oakland	CA	"900 E 10TH ST
Oakland, CA
(37.790819, -122.253333)"
MOTOR VEHICLE THEFT	11/30/2018 02:00:00 PM	18-060497	VEHICLE THEFT - AUTO	23X	4000 ALAMEDA AV	Oakland	CA	"4000 ALAMEDA AV
Oakland, CA
(37.768208, -122.22405)"
FRAUD	11/26/2018 02:30:00 PM	18-916698	USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.	14Y	400 SANTA CLARA AV	Oakland	CA	"400 SANTA CLARA AV
Oakland, CA
(37.812852, -122.248545)"
THEFT/LARCENY	12/21/2018 01:11:00 AM	18-064387	THEFT	02X	1000 8TH ST	Oakland	CA	"1000 8TH ST
Oakland, CA
(37.804078, -122.284485)"
THEFT/LARCENY	11/15/2018 06:20:00 PM	18-916476	BURGLARY-AUTO	01X	400 2ND ST	Oakland	CA	"400 2ND ST
Oakland, CA
(37.795585, -122.275115)"
FRAUD	11/19/2018 10:25:00 AM	18-916545	USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.	24X	3500 LYON AV	Oakland	CA	"3500 LYON AV
Oakland, CA
(37.787043, -122.211972)"
THEFT/LARCENY	10/25/2018 12:00:00 PM	18-915278	THEFT	04X	1400 BROADWAY	Oakland	CA	"1400 BROADWAY
Oakland, CA
(37.804484, -122.271077)"
MOTOR VEHICLE THEFT	10/10/2018 06:30:00 AM	18-051705	VEHICLE THEFT - AUTO	21Y	2600 PLEASANT ST	Oakland	CA	"2600 PLEASANT ST
Oakland, CA
(37.797158, -122.217604)"
THEFT/LARCENY	10/09/2018 07:00:00 PM	18-914406	THEFT	20X	2800 E 10TH ST	Oakland	CA	"2800 E 10TH ST
Oakland, CA
(37.777347, -122.233686)"
THEFT/LARCENY	12/18/2018 12:00:00 PM	18-063982	BURGLARY-AUTO	02X	1200 BLK OF 21ST ST	Oakland	CA	"1200 BLK OF 21ST ST
Oakland, CA
(37.814792, -122.286001)"
ASSAULT	10/04/2018 02:21:00 PM	18-050457	INFLICT CRPL INJ SP/COHAB	24Y	2800 38TH AV	Oakland	CA	"2800 38TH AV
Oakland, CA
(37.786409, -122.205339)"
VANDALISM	12/21/2018 12:00:00 AM	18-064655	VANDALISM	24Y	4100 FULLINGTON ST	Oakland	CA	"4100 FULLINGTON ST
Oakland, CA
(37.787511, -122.199477)"
MOTOR VEHICLE THEFT	09/30/2018 03:00:00 PM	18-049560	VEHICLE THEFT - AUTO	26X	5400 COLISEUM WY	Oakland	CA	"5400 COLISEUM WY
Oakland, CA
(37.762788, -122.212525)"
THEFT/LARCENY	11/14/2018 09:00:00 AM	18-916468	BURGLARY-AUTO	12X	500 40TH ST	Oakland	CA	"500 40TH ST
Oakland, CA
(37.82926, -122.264805)"
ASSAULT	10/01/2018 07:40:00 PM	18-049854	BATTERY	20X	1500 27TH AV	Oakland	CA	"1500 27TH AV
Oakland, CA
(37.781602, -122.230671)"
ROBBERY	10/20/2018 12:29:00 AM	18-053179	ATTEMPTED ROBBERY-FIREARM	04X	1700 BROADWAY	Oakland	CA	"1700 BROADWAY
Oakland, CA
(37.806798, -122.269629)"
ROBBERY	10/04/2018 08:05:00 PM	18-050503	ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)	19X	1500 E 12TH ST	Oakland	CA	"1500 E 12TH ST
Oakland, CA
(37.787943, -122.245701)"
VANDALISM	12/04/2018 05:04:00 PM	18-061182	VANDALISM $10000 OR MORE	32Y	2300 100TH AV	Oakland	CA	"2300 100TH AV
Oakland, CA
(37.74543, -122.157767)"
THEFT/LARCENY	09/30/2018 05:12:00 PM	18-913776	GRAND THEFT	08X	2600 BROADWAY	Oakland	CA	"2600 BROADWAY
Oakland, CA
(37.814845, -122.264528)"
DISTURBING THE PEACE	10/27/2018 12:30:00 AM	18-054786	DISTURB THE PEACE	10X	1200 55TH ST	Oakland	CA	"1200 55TH ST
Oakland, CA
(37.838205, -122.284082)"
ROBBERY	10/09/2018 03:00:00 AM	18-051359	CARJACKING WITH FIREARM	18Y	2100 E 30TH ST	Oakland	CA	"2100 E 30TH ST
Oakland, CA
(37.796786, -122.22738)"
ASSAULT	12/14/2018 04:00:00 AM	18-062958	BATTERY	28X	3200 COURTLAND AV	Oakland	CA	"3200 COURTLAND AV
Oakland, CA
(37.784563, -122.197524)"
ASSAULT	11/06/2018 09:00:00 PM	18-056413	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	04X	500 19TH ST	Oakland	CA	"500 19TH ST
Oakland, CA
(37.808199, -122.269911)"
MOTOR VEHICLE THEFT	10/09/2018 04:00:00 PM	18-051368	VEHICLE THEFT - AUTO	20X	1500 MILLER AV	Oakland	CA	"1500 MILLER AV
Oakland, CA
(37.783648, -122.234028)"
ASSAULT	10/28/2018 11:25:00 PM	18-054820	BATTERY	03X	1100 BROADWAY	Oakland	CA	"1100 BROADWAY
Oakland, CA
(37.802605, -122.272267)"
DISTURBING THE PEACE	10/19/2018 11:08:00 PM	18-053173	INVADE PRIVACY:PEEK THROUGH HOLE IN BATHROOM (AMENDED)	03Y	700 WASHINGTON ST	Oakland	CA	"700 WASHINGTON ST
Oakland, CA
(37.800147, -122.275322)"
ASSAULT	10/17/2018 10:15:00 PM	18-052869	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	14X	200 EUCLID AV	Oakland	CA	"200 EUCLID AV
Oakland, CA
(37.815684, -122.253586)"
ROBBERY	12/23/2018 09:08:00 PM	18-064560	CARJACKING WITH KNIFE	19X	100 E 15TH ST	Oakland	CA	"100 E 15TH ST
Oakland, CA
(37.799169, -122.256044)"
MOTOR VEHICLE THEFT	12/14/2018 07:41:00 AM	18-062986	VEHICLE THEFT - AUTO	29X	6300 HILLMONT DR	Oakland	CA	"6300 HILLMONT DR
Oakland, CA
(37.778557, -122.172988)"
ASSAULT	12/21/2018 06:00:00 PM	18-064264	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	13Z	6700 LIGGETT DR	Oakland	CA	"6700 LIGGETT DR
Oakland, CA
(37.821732, -122.210733)"
DISTURBING THE PEACE	11/07/2018 08:40:00 AM	18-056476	OFFENSIVE WORDS IN PUBLIC PLACE	33X	1300 84TH AV	Oakland	CA	"1300 84TH AV
Oakland, CA
(37.753293, -122.179373)"
ASSAULT	11/14/2018 09:35:00 PM	18-057813	BATTERY	19X	1400 9TH AV	Oakland	CA	"1400 9TH AV
Oakland, CA
(37.792811, -122.250527)"
MOTOR VEHICLE THEFT	11/03/2018 09:00:00 AM	18-056233	ATTEMPT VEHICLE THEFT-AUTO	23X	3300 SAN LEANDRO ST	Oakland	CA	"3300 SAN LEANDRO ST
Oakland, CA
(37.774839, -122.225957)"
ASSAULT	10/01/2018 05:55:00 PM	18-049842	BATTERY	26Y	6500 EASTLAWN ST	Oakland	CA	"6500 EASTLAWN ST
Oakland, CA
(37.76037, -122.196555)"
MOTOR VEHICLE THEFT	11/25/2018 11:30:00 AM	18-059550	VEHICLE THEFT - AUTO	26X	5400 COLISEUM WY	Oakland	CA	"5400 COLISEUM WY
Oakland, CA
(37.762788, -122.212525)"
ASSAULT	10/28/2018 07:15:00 AM	18-054725	EXHIBIT FIREARM	07X	3200 SAN PABLO AV	Oakland	CA	"3200 SAN PABLO AV
Oakland, CA
(37.822525, -122.277063)"
ASSAULT	10/11/2018 09:00:00 AM	18-051633	ASSAULT	07X	1200 28TH ST	Oakland	CA	"1200 28TH ST
Oakland, CA
(37.820538, -122.283335)"
THEFT/LARCENY	10/01/2018 09:47:00 PM	18-049870	PETTY THEFT	10Y	700 43RD ST	Oakland	CA	"700 43RD ST
Oakland, CA
(37.832356, -122.2689)"
ROBBERY	11/09/2018 04:30:00 PM	18-056948	ROBBERY-KNIFE OR CUTTING INSTRUMENT	05Y	1600 16TH ST	Oakland	CA	"1600 16TH ST
Oakland, CA
(37.812771, -122.292936)"
THEFT/LARCENY	10/07/2018 08:25:00 AM	18-914229	GRAND THEFT	27Y	6000 INTERNATIONAL BLVD	Oakland	CA	"6000 INTERNATIONAL BLVD
Oakland, CA
(37.764741, -122.198762)"
MOTOR VEHICLE THEFT	11/14/2018 06:45:00 PM	18-057867	VEHICLE THEFT - AUTO	14X	500 GRAND AV	Oakland	CA	"500 GRAND AV
Oakland, CA
(37.808596, -122.251324)"
DRUGS/ALCOHOL VIOLATIONS	10/02/2018 08:35:00 AM	18-049938	POSSESS/PURCHASE COCAINE BASE FOR SALE	32Y	2600 99TH AV	Oakland	CA	"2600 99TH AV
Oakland, CA
(37.748175, -122.154161)"
THEFT/LARCENY	10/25/2018 06:00:00 PM	18-915266	GRAND THEFT	08X	2400 VALDEZ ST	Oakland	CA	"2400 VALDEZ ST
Oakland, CA
(37.813111, -122.263844)"
ASSAULT	09/30/2018 08:52:00 PM	18-049671	WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER	27X	5000 MELROSE AV	Oakland	CA	"5000 MELROSE AV
Oakland, CA
(37.774021, -122.205086)"
THEFT/LARCENY	11/15/2018 10:00:00 PM	18-916481	BURGLARY-AUTO	01X	400 3RD ST	Oakland	CA	"400 3RD ST
Oakland, CA
(37.796218, -122.274569)"
VANDALISM	11/04/2018 03:05:00 AM	18-915873	VANDALISM	07X	2300 MYRTLE ST	Oakland	CA	"2300 MYRTLE ST
Oakland, CA
(37.815869, -122.279285)"
MOTOR VEHICLE THEFT	12/04/2018 11:00:00 AM	18-061412	VEHICLE THEFT - AUTO	27Y	6100 HARMON AV	Oakland	CA	"6100 HARMON AV
Oakland, CA
(37.767442, -122.19422)"
MOTOR VEHICLE THEFT	10/08/2018 04:20:00 PM	18-051110	VEHICLE THEFT - AUTO	31Y	400 JONES AV	Oakland	CA	"400 JONES AV
Oakland, CA
(37.734804, -122.188907)"
DISTURBING THE PEACE	12/12/2018 12:32:00 PM	18-062676	DISTURB THE PEACE	07X	2300 SAN PABLO AV	Oakland	CA	"2300 SAN PABLO AV
Oakland, CA
(37.813591, -122.274188)"
THEFT/LARCENY	11/06/2018 06:30:00 PM	18-056401	BURGLARY-AUTO	01X	500 3RD ST	Oakland	CA	"500 3RD ST
Oakland, CA
(37.797189, -122.277105)"
THEFT/LARCENY	10/26/2018 12:00:00 PM	18-915354	THEFT	04X	2200 BROADWAY	Oakland	CA	"2200 BROADWAY
Oakland, CA
(37.810963, -122.266961)"
ASSAULT	12/18/2018 12:31:00 AM	18-063602	SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC	27Y	5600 BANCROFT AV	Oakland	CA	"5600 BANCROFT AV
Oakland, CA
(37.771443, -122.195763)"
THEFT/LARCENY	10/26/2018 03:30:00 AM	18-915309	GRAND THEFT	25X	3900 HUNTINGTON ST	Oakland	CA	"3900 HUNTINGTON ST
Oakland, CA
(37.788907, -122.188453)"
DISTURBING THE PEACE	12/23/2018 12:31:00 PM	18-064502	DISTURB THE PEACE	07X	2300 SAN PABLO AV	Oakland	CA	"2300 SAN PABLO AV
Oakland, CA
(37.813591, -122.274188)"
DRUGS/ALCOHOL VIOLATIONS	10/04/2018 07:30:00 AM	18-050368	POSSESS CONTROLLED SUBSTANCE FOR SALE	29X	6000 MACARTHUR BLVD	Oakland	CA	"6000 MACARTHUR BLVD
Oakland, CA
(37.775871, -122.182892)"
THEFT/LARCENY	10/23/2018 12:00:00 AM	18-054801	THEFT	20X	2900 E 7TH ST	Oakland	CA	"2900 E 7TH ST
Oakland, CA
(37.774061, -122.23266)"
MOTOR VEHICLE THEFT	11/23/2018 10:00:00 PM	18-059300	VEHICLE THEFT - AUTO	29X	5700 FOOTHILL BLVD	Oakland	CA	"5700 FOOTHILL BLVD
Oakland, CA
(37.772144, -122.19346)"
THEFT/LARCENY	12/12/2018 08:00:00 PM	18-062744	BURGLARY-AUTO	14Y	700 WALKER AV	Oakland	CA	"700 WALKER AV
Oakland, CA
(37.811446, -122.246945)"
THEFT/LARCENY	12/24/2018 11:00:00 AM	18-064642	THEFT	30X	7900 INTERNATIONAL BLVD	Oakland	CA	"7900 INTERNATIONAL BLVD
Oakland, CA
(37.756951, -122.182248)"
DUI	10/01/2018 03:00:00 AM	18-049746	DUI ALCOHOL/DRUGS	33X	1300 90TH AV	Oakland	CA	"1300 90TH AV
Oakland, CA
(37.749129, -122.176083)"
ASSAULT	12/13/2018 10:15:00 AM	18-062822	FALSE BOMB/ETC REPORT TO ANY PERSON	04X	1900 HARRISON ST	Oakland	CA	"1900 HARRISON ST
Oakland, CA
(37.806345, -122.26546)"
ASSAULT	10/20/2018 01:20:00 AM	18-053185	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	20X	1500 27TH AV	Oakland	CA	"1500 27TH AV
Oakland, CA
(37.781602, -122.230671)"
THEFT/LARCENY	12/22/2018 10:00:00 AM	18-064472	BURGLARY-AUTO	08X	500 40TH ST	Oakland	CA	"500 40TH ST
Oakland, CA
(37.82926, -122.264805)"
MOTOR VEHICLE THEFT	12/05/2018 07:00:00 AM	18-061426	VEHICLE THEFT - AUTO	27Y	5300 WENTWORTH AV	Oakland	CA	"5300 WENTWORTH AV
Oakland, CA
(37.770625, -122.202733)"
THEFT/LARCENY	11/05/2018 07:00:00 PM	18-056313	BURGLARY-AUTO	21Y	3200 SUTER ST	Oakland	CA	"3200 SUTER ST
Oakland, CA
(37.794206, -122.208169)"
BURGLARY	12/13/2018 09:00:00 PM	18-062962	BURGLARY-NO FORCE	13X	5900 OCEAN VIEW DR	Oakland	CA	"5900 OCEAN VIEW DR
Oakland, CA
(37.845769, -122.245315)"
ROBBERY	10/10/2018 09:49:00 AM	18-051422	ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)	04X	300 22ND ST	Oakland	CA	"300 22ND ST
Oakland, CA
(37.810614, -122.26523)"
ROBBERY	10/08/2018 08:30:00 PM	18-051148	ROBBERY-FIREARM	02Y	900 PERALTA ST	Oakland	CA	"900 PERALTA ST
Oakland, CA
(37.808067, -122.296554)"
VANDALISM	11/06/2018 04:24:00 PM	18-056421	VANDALISM	32Y	10400 BANCROFT AV	Oakland	CA	"10400 BANCROFT AV
Oakland, CA
(37.742767, -122.157512)"
MOTOR VEHICLE THEFT	12/18/2018 12:20:00 PM	18-063679	VEHICLE THEFT - AUTO	21X	2500 E 27TH ST	Oakland	CA	"2500 E 27TH ST
Oakland, CA
(37.792275, -122.224041)"
THEFT/LARCENY	10/26/2018 11:15:00 AM	18-915276	THEFT	04X	2100 WEBSTER ST	Oakland	CA	"2100 WEBSTER ST
Oakland, CA
(37.809947, -122.265796)"
MOTOR VEHICLE THEFT	10/08/2018 05:00:00 PM	18-051239	VEHICLE THEFT - AUTO	27Y	5300 FAIRFAX AV	Oakland	CA	"5300 FAIRFAX AV
Oakland, CA
(37.772627, -122.200793)"
ASSAULT	10/10/2018 11:29:00 PM	18-051362	ASSAULT WITH FIREARM ON PERSON	35X	2300 92ND AV	Oakland	CA	"2300 92ND AV
Oakland, CA
(37.753201, -122.164087)"
ASSAULT	10/29/2018 08:35:00 AM	18-054933	THREAT CRIME:INT:TERRORIZE	04X	00 FRANK H OGAWA PLZ	Oakland	CA	"00 FRANK H OGAWA PLZ
Oakland, CA"
MOTOR VEHICLE THEFT	12/14/2018 06:00:00 AM	18-062964	VEHICLE THEFT - AUTO	19X	1700 EMBARCADERO	Oakland	CA	"1700 EMBARCADERO
Oakland, CA
(37.785863, -122.24564)"
BURGLARY	11/14/2018 11:02:00 PM	18-057820	BURGLARY-FORCIBLE ENTRY	19X	500 E 11TH ST	Oakland	CA	"500 E 11TH ST
Oakland, CA
(37.794267, -122.255601)"
FRAUD	12/01/2018 12:51:00 PM	18-917011	USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.	08X	3800 MANILA AV	Oakland	CA	"3800 MANILA AV
Oakland, CA
(37.826383, -122.258799)"
ROBBERY	11/25/2018 07:39:00 PM	18-059536	ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)	17X	600 E 21ST ST	Oakland	CA	"600 E 21ST ST
Oakland, CA
(37.799594, -122.246505)"
THEFT/LARCENY	11/15/2018 04:00:00 PM	18-058104	THEFT	22X	2300 WILBUR ST	Oakland	CA	"2300 WILBUR ST
Oakland, CA
(37.803974, -122.210907)"
VANDALISM	10/11/2018 10:30:00 AM	18-914392	VANDALISM	01X	200 JEFFERSON ST	Oakland	CA	"200 JEFFERSON ST
Oakland, CA
(37.797489, -122.279964)"
ASSAULT	11/16/2018 11:50:00 AM	18-058081	FORCE/ADW-OTHER DANGEROUS WEAPON:GBI	07X	3100 FILBERT ST	Oakland	CA	"3100 FILBERT ST
Oakland, CA
(37.821927, -122.278218)"
MOTOR VEHICLE THEFT	12/13/2018 11:00:00 PM	18-062988	VEHICLE THEFT - AUTO	23X	3900 SAN LEANDRO ST	Oakland	CA	"3900 SAN LEANDRO ST
Oakland, CA
(37.772266, -122.220601)"
FRAUD	10/23/2018 12:00:00 PM	18-054212	UNAUTHORIZED USE/DESTROY/ETC DAIRY BRAND REG [OVER $400]	30Y	2700 76TH AV	Oakland	CA	"2700 76TH AV
Oakland, CA
(37.766607, -122.171708)"
ROBBERY	12/17/2018 11:40:00 PM	18-063595	ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)	03X	1200 BROADWAY	Oakland	CA	"1200 BROADWAY
Oakland, CA
(37.803128, -122.271954)"
ASSAULT	10/29/2018 01:48:00 AM	18-054826	WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER	21Y	3300 COOLIDGE AV	Oakland	CA	"3300 COOLIDGE AV
Oakland, CA
(37.795868, -122.211373)"
ASSAULT	09/30/2018 07:00:00 PM	18-049726	BATTERY	31Y	500 98TH AV	Oakland	CA	"500 98TH AV
Oakland, CA
(37.734987, -122.183938)"
ROBBERY	10/07/2018 11:29:00 PM	18-050999	ROBBERY-FIREARM	19X	400 EMBARCADERO	Oakland	CA	"400 EMBARCADERO
Oakland, CA
(37.790457, -122.260834)"
THEFT/LARCENY	11/06/2018 06:00:00 AM	18-056505	THEFT	13Z	2100 MASTLANDS DR	Oakland	CA	"2100 MASTLANDS DR
Oakland, CA
(37.817568, -122.196184)"
THEFT/LARCENY	10/27/2018 01:25:00 AM	18-054508	BURGLARY-AUTO	03X	200 13TH ST	Oakland	CA	"200 13TH ST
Oakland, CA
(37.801294, -122.265655)"
ASSAULT	12/17/2018 11:00:00 PM	18-063723	BATTERY	20X	2300 E 12TH ST	Oakland	CA	"2300 E 12TH ST
Oakland, CA
(37.782624, -122.236682)"
THEFT/LARCENY	10/26/2018 09:45:00 AM	18-915328	GRAND THEFT	19X	1700 EMBARCADERO	Oakland	CA	"1700 EMBARCADERO
Oakland, CA
(37.785863, -122.24564)"
VANDALISM	10/29/2018 11:40:00 AM	18-054903	VANDALISM	11X	6300 TELEGRAPH AV	Oakland	CA	"6300 TELEGRAPH AV
Oakland, CA
(37.848871, -122.260697)"
ASSAULT	10/28/2018 09:08:00 PM	18-054807	BATTERY W/SERIOUS BODILY INJURY	26X	4700 INTERNATIONAL BLVD	Oakland	CA	"4700 INTERNATIONAL BLVD
Oakland, CA
(37.770379, -122.210682)"
ASSAULT	12/17/2018 10:00:00 PM	18-063587	BATTERY	30X	1400 74TH AV	Oakland	CA	"1400 74TH AV
Oakland, CA
(37.759237, -122.18556)"
VANDALISM	09/30/2018 04:12:00 AM	18-049775	VANDALISM-$400+	30X	6600 AVENAL AV	Oakland	CA	"6600 AVENAL AV
Oakland, CA
(37.765802, -122.187355)"
VANDALISM	10/10/2018 05:38:00 PM	18-051509	VANDALISM	31X	00 HEGENBERGER RD	Oakland	CA	"00 HEGENBERGER RD
Oakland, CA"
ASSAULT	11/06/2018 01:35:00 PM	18-056416	THREAT CRIME:INT:TERRORIZE	29X	2500 60TH AV	Oakland	CA	"2500 60TH AV
Oakland, CA
(37.770231, -122.19079)"
ROBBERY	11/15/2018 03:35:00 PM	18-057934	ATTEMPTED ROBBERY-STRONG-ARM	04X	300 20TH ST	Oakland	CA	"300 20TH ST
Oakland, CA
(37.80816, -122.264712)"
ASSAULT	11/15/2018 03:30:00 PM	18-057937	BATTERY	17X	1800 8TH AV	Oakland	CA	"1800 8TH AV
Oakland, CA
(37.796168, -122.24765)"
DISTURBING THE PEACE	10/28/2018 11:13:00 AM	18-054792	DISTURB THE PEACE	16Y	3400 MORRISON AV	Oakland	CA	"3400 MORRISON AV
Oakland, CA
(37.799594, -122.220124)"
ASSAULT	12/05/2018 10:00:00 AM	18-061326	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	02Y	800 PINE ST	Oakland	CA	"800 PINE ST
Oakland, CA
(37.80871, -122.303271)"
