CRIMETYPE	DATETIME	CASENUMBER	DESCRIPTION	POLICEBEAT	ADDRESS	CITY	STATE	Location
ASSAULT	10/10/2018 10:30:00 AM	18-051516	EXHIBIT FIREARM	34X	1400 84TH AV	Oakland	CA	"1400 84TH AV
Oakland, CA
(37.754466, -122.177784)"
THEFT/LARCENY	11/15/2018 06:10:00 PM	18-916480	BURGLARY-AUTO		WALKER/CHENEY AVE	Oakland	CA	"WALKER/CHENEY AVE
Oakland, CA"
THEFT/LARCENY	11/16/2018 02:19:00 AM	18-058031	ATTEMPT THEFT	35Y	3900 FAIRWAY AV	Oakland	CA	"3900 FAIRWAY AV
Oakland, CA
(37.759977, -122.146813)"
VANDALISM	10/01/2018 04:19:00 AM	18-049709	VANDALISM	20X	1400 23RD AV	Oakland	CA	"1400 23RD AV
Oakland, CA
(37.783407, -122.235938)"
ROBBERY	11/01/2018 11:45:00 PM	18-055552	ROBBERY-FIREARM	34X	85TH AV & PLYMOUTH ST	Oakland	CA	"85TH AV &amp; PLYMOUTH ST
Oakland, CA
(37.755191, -122.174006)"
THEFT/LARCENY	10/21/2018 01:30:00 PM	18-053816	THEFT	08X	34TH ST & ELM ST	Oakland	CA	"34TH ST &amp; ELM ST
Oakland, CA
(37.822206, -122.265224)"
MOTOR VEHICLE THEFT	10/02/2018 01:11:00 PM	18-049993	VEHICLE THEFT - AUTO	31Z	10100 SAN LEANDRO ST	Oakland	CA	"10100 SAN LEANDRO ST
Oakland, CA
(37.737614, -122.177795)"
THEFT/LARCENY	10/05/2018 02:31:00 AM	18-050541	BURGLARY-AUTO	04X	17TH ST & BROADWAY	Oakland	CA	"17TH ST &amp; BROADWAY
Oakland, CA
(37.806655, -122.269719)"
THEFT/LARCENY	10/11/2018 10:50:00 AM	18-914399	BURGLARY-AUTO	21Y	FRUITVALE AV & GALINDO ST	Oakland	CA	"FRUITVALE AV &amp; GALINDO ST
Oakland, CA
(37.786998, -122.22146)"
ASSAULT	10/28/2018 05:07:00 PM	18-054710	WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER	33X	91ST AV & G ST	Oakland	CA	"91ST AV &amp; G ST
Oakland, CA
(37.745237, -122.182358)"
THEFT/LARCENY	10/05/2018 09:20:00 PM	18-914164	BURGLARY-AUTO	01X	400 4TH ST	Oakland	CA	"400 4TH ST
Oakland, CA
(37.796959, -122.274274)"
THEFT/LARCENY	10/06/2018 08:30:00 PM	18-050846	BURGLARY-AUTO	04X	17TH ST & HARRISON ST	Oakland	CA	"17TH ST &amp; HARRISON ST
Oakland, CA
(37.805259, -122.266148)"
VANDALISM	10/05/2018 10:39:00 PM	18-050710	VANDALISM	02Y	14TH ST & PERALTA ST	Oakland	CA	"14TH ST &amp; PERALTA ST
Oakland, CA
(37.811369, -122.293938)"
THEFT/LARCENY	10/14/2018 06:30:00 PM	18-914432	BURGLARY-AUTO	04X	21ST ST & BROADWAY	Oakland	CA	"21ST ST &amp; BROADWAY
Oakland, CA
(37.810054, -122.267641)"
VANDALISM	10/07/2018 11:00:00 PM	18-914340	VANDALISM	03X	10TH ST & BROADWAY	Oakland	CA	"10TH ST &amp; BROADWAY
Oakland, CA
(37.801579, -122.272967)"
ASSAULT	10/10/2018 04:55:00 PM	18-051498	INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT	07X	2300 ADELINE ST	Oakland	CA	"2300 ADELINE ST
Oakland, CA
(37.8164, -122.283647)"
MOTOR VEHICLE THEFT	10/07/2018 04:00:00 PM	18-051224	VEHICLE THEFT - AUTO	26X	5400 COLISEUM WY	Oakland	CA	"5400 COLISEUM WY
Oakland, CA
(37.762788, -122.212525)"
THEFT/LARCENY	11/06/2018 04:00:00 PM	18-056595	THEFT	26Y	1200 81ST AV	Oakland	CA	"1200 81ST AV
Oakland, CA
(37.754107, -122.183706)"
ASSAULT	10/25/2018 01:52:00 PM	18-054232	CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE	20X	E 12TH ST & 23RD AV	Oakland	CA	"E 12TH ST &amp; 23RD AV
Oakland, CA
(37.782475, -122.236819)"
ROBBERY	10/13/2018 09:30:00 PM	18-052063	ATTEMPTED ROBBERY-KNIFE	35X	2200 88TH AV	Oakland	CA	"2200 88TH AV
Oakland, CA
(37.755197, -122.166422)"
ROBBERY	10/28/2018 11:25:00 PM	18-054823	ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)	03Y	11TH ST & JEFFERSON ST	Oakland	CA	"11TH ST &amp; JEFFERSON ST
Oakland, CA
(37.803677, -122.276059)"
THEFT/LARCENY	10/26/2018 11:00:00 PM	18-915329	BURGLARY-AUTO	04X	FRANKLIN ST & 19TH ST	Oakland	CA	"FRANKLIN ST &amp; 19TH ST
Oakland, CA
(37.807302, -122.267798)"
ASSAULT	10/15/2018 07:27:00 PM	18-052410	FORCE/ADW-OTHER DANGEROUS WEAPON:GBI	29X	MASON ST & WALNUT ST	Oakland	CA	"MASON ST &amp; WALNUT ST
Oakland, CA
(37.772692, -122.191434)"
VANDALISM	11/03/2018 11:35:00 AM	18-915724	VANDALISM	03X	8TH ST & BROADWAY	Oakland	CA	"8TH ST &amp; BROADWAY
Oakland, CA
(37.800173, -122.273712)"
THEFT/LARCENY	10/25/2018 07:00:00 PM	18-915317	BURGLARY-AUTO	04X	18TH ST & SAN PABLO AV	Oakland	CA	"18TH ST &amp; SAN PABLO AV
Oakland, CA
(37.807937, -122.272504)"
DUI	10/28/2018 06:00:00 PM	18-054808	DUI ALCOHOL/DRUGS	12Y	5100 SHAFTER AV	Oakland	CA	"5100 SHAFTER AV
Oakland, CA
(37.836721, -122.258246)"
THEFT/LARCENY	11/06/2018 07:15:00 PM	18-915884	BURGLARY-AUTO	04X	400 21ST ST	Oakland	CA	"400 21ST ST
Oakland, CA
(37.809918, -122.266958)"
ROBBERY	10/27/2018 11:00:00 PM	18-054683	ATTEMPTED ROBBERY-OTHER DANGEROUS WEAPON	01X	400 WEBSTER ST	Oakland	CA	"400 WEBSTER ST
Oakland, CA
(37.796639, -122.272996)"
ASSAULT	11/01/2018 07:32:00 PM	18-055524	BATTERY	17Y	10TH AV & E 28TH ST	Oakland	CA	"10TH AV &amp; E 28TH ST
Oakland, CA
(37.800766, -122.237544)"
MOTOR VEHICLE THEFT	11/15/2018 12:00:00 PM	18-057942	VEHICLE THEFT - AUTO	14Y	500 MANDANA BLVD	Oakland	CA	"500 MANDANA BLVD
Oakland, CA
(37.813144, -122.244599)"
ASSAULT	10/25/2018 07:22:00 PM	18-054297	FORCE/ADW-OTHER DANGEROUS WEAPON:GBI	27X	HIGH ST & FOOTHILL BLVD	Oakland	CA	"HIGH ST &amp; FOOTHILL BLVD
Oakland, CA
(37.774673, -122.211777)"
THEFT/LARCENY	11/06/2018 06:25:00 PM	18-056426	BURGLARY-AUTO	01X	500 3RD ST	Oakland	CA	"500 3RD ST
Oakland, CA
(37.797189, -122.277105)"
VANDALISM	11/04/2018 10:00:00 PM	18-915864	VANDALISM	07X	800 ATHENS AVE	Oakland	CA	"800 ATHENS AVE
Oakland, CA
(37.815709, -122.274999)"
THEFT/LARCENY	10/27/2018 10:30:00 PM	18-915262	THEFT	08X	24TH ST & TELEGRAPH AV	Oakland	CA	"24TH ST &amp; TELEGRAPH AV
Oakland, CA
(37.81347, -122.268584)"
VANDALISM	11/16/2018 11:25:00 AM	18-058070	VANDALISM	17X	2000 PARK BLVD	Oakland	CA	"2000 PARK BLVD
Oakland, CA
(37.800382, -122.248512)"
ASSAULT	10/17/2018 11:43:00 PM	18-052840	SHOOT AT INHABITED DWELLING/VEHICLE/ETC	32Y	9800 OLIVE ST	Oakland	CA	"9800 OLIVE ST
Oakland, CA
(37.7472, -122.163849)"
MOTOR VEHICLE THEFT	10/19/2018 02:30:00 PM	18-053587	VEHICLE THEFT - AUTO	26Y	80TH AV & INTERNATIONAL BLVD	Oakland	CA	"80TH AV &amp; INTERNATIONAL BLVD
Oakland, CA
(37.756639, -122.181587)"
MOTOR VEHICLE THEFT	11/14/2018 04:20:00 AM	18-058001	ATTEMPT VEHICLE THEFT-AUTO	33X	900 91ST AV	Oakland	CA	"900 91ST AV
Oakland, CA
(37.745237, -122.182358)"
VANDALISM	10/10/2018 09:00:00 PM	18-914355	VANDALISM	04X	HARRISON ST & 17TH ST	Oakland	CA	"HARRISON ST &amp; 17TH ST
Oakland, CA
(37.805259, -122.266148)"
SEX CRIMES	10/25/2018 05:05:00 AM	18-054156	DISORDERLY CONDUCT:PROSTITUTION	19X	E 11TH ST & 9TH AV	Oakland	CA	"E 11TH ST &amp; 9TH AV
Oakland, CA
(37.791455, -122.252426)"
THEFT/LARCENY	10/30/2018 01:00:00 PM	18-055122	BURGLARY-AUTO	09X	40TH ST & BROADWAY	Oakland	CA	"40TH ST &amp; BROADWAY
Oakland, CA
(37.82752, -122.256772)"
SEX CRIMES	10/03/2018 05:26:00 AM	18-050130	LOITER:INTENT:PROSTITUTION	19X	19TH AV & E 15TH ST	Oakland	CA	"19TH AV &amp; E 15TH ST
Oakland, CA
(37.787307, -122.240264)"
THEFT/LARCENY	10/24/2018 09:30:00 PM	18-054122	BURGLARY-AUTO	04X	TELEGRAPH AV & THOMAS L. BERKLEY WY	Oakland	CA	"TELEGRAPH AV &amp; THOMAS L. BERKLEY WY
Oakland, CA
(37.809567, -122.269565)"
SEX CRIMES	11/02/2018 05:51:00 PM	18-055681	DISORDERLY CONDUCT:PROSTITUTION	19X	17TH AV & E 15TH ST	Oakland	CA	"17TH AV &amp; E 15TH ST
Oakland, CA
(37.788558, -122.242366)"
THEFT/LARCENY	10/04/2018 09:00:00 PM	18-050545	BURGLARY-AUTO	24X	35TH AV & FOOTHILL BLVD	Oakland	CA	"35TH AV &amp; FOOTHILL BLVD
Oakland, CA
(37.782192, -122.219116)"
THEFT/LARCENY	10/21/2018 11:35:00 AM	18-914990	BURGLARY-AUTO	03Y	CLAY ST & 10TH ST	Oakland	CA	"CLAY ST &amp; 10TH ST
Oakland, CA
(37.802505, -122.275329)"
THEFT/LARCENY	10/18/2018 04:15:00 PM	18-914938	BURGLARY-AUTO	22Y	CRANE WY & JOAQUIN MILLER RD	Oakland	CA	"CRANE WY &amp; JOAQUIN MILLER RD
Oakland, CA
(37.809728, -122.185022)"
THEFT/LARCENY	11/06/2018 04:30:00 PM	18-915883	THEFT		BROOKDALE AVE	Oakland	CA	"BROOKDALE AVE
Oakland, CA"
BURGLARY	10/19/2018 11:12:00 AM	18-053083	BURGLARY-FORCIBLE ENTRY	17Y	1200 E 21ST ST	Oakland	CA	"1200 E 21ST ST
Oakland, CA
(37.79503, -122.241349)"
THEFT/LARCENY	10/23/2018 11:40:00 PM	18-915123	BURGLARY-AUTO	10X	53RD ST & SAN PABLO AV	Oakland	CA	"53RD ST &amp; SAN PABLO AV
Oakland, CA
(37.837077, -122.281879)"
THEFT/LARCENY	10/30/2018 10:15:00 AM	18-915568	BURGLARY-AUTO	31Z	105TH AV & NATTRESS WY	Oakland	CA	"105TH AV &amp; NATTRESS WY
Oakland, CA
(37.730338, -122.180093)"
DISTURBING THE PEACE	11/16/2018 08:34:00 AM	18-058041	DISTURB THE PEACE	07X	2300 SAN PABLO AV	Oakland	CA	"2300 SAN PABLO AV
Oakland, CA
(37.813591, -122.274188)"
ASSAULT	10/22/2018 10:30:00 PM	18-054397	BATTERY:SERIOUS BODILY INJ	20X	CALCOT PL & MILLER PL	Oakland	CA	"CALCOT PL &amp; MILLER PL
Oakland, CA
(37.780723, -122.23692)"
THEFT/LARCENY	10/24/2018 08:05:00 PM	18-915196	BURGLARY-AUTO	04X	BROADWAY & W GRAND AV	Oakland	CA	"BROADWAY &amp; W GRAND AV
Oakland, CA
(37.811391, -122.266811)"
THEFT/LARCENY	10/25/2018 09:30:00 PM	18-054300	BURGLARY-AUTO	04X	21ST ST & BROADWAY	Oakland	CA	"21ST ST &amp; BROADWAY
Oakland, CA
(37.810054, -122.267641)"
MOTOR VEHICLE THEFT	10/01/2018 10:00:00 PM	18-049934	VEHICLE THEFT - AUTO	32X	1200 102ND AV	Oakland	CA	"1200 102ND AV
Oakland, CA
(37.739334, -122.172245)"
ROBBERY	10/17/2018 11:30:00 PM	18-052844	CARJACKING - STRONGARM	05Y	2000 WILLOW ST	Oakland	CA	"2000 WILLOW ST
Oakland, CA
(37.8183, -122.292036)"
MOTOR VEHICLE THEFT	10/16/2018 08:00:00 PM	18-052797	VEHICLE THEFT - AUTO	24X	4200 AGUA VISTA ST	Oakland	CA	"4200 AGUA VISTA ST
Oakland, CA
(37.780742, -122.206433)"
THEFT/LARCENY	11/15/2018 04:50:00 PM	18-057955	GRAND THEFT	19X	1500 23RD AV	Oakland	CA	"1500 23RD AV
Oakland, CA
(37.784234, -122.235151)"
ASSAULT	10/16/2018 01:30:00 AM	18-052470	BATTERY	10X	54TH ST & SAN PABLO AV	Oakland	CA	"54TH ST &amp; SAN PABLO AV
Oakland, CA
(37.837842, -122.282125)"
MOTOR VEHICLE THEFT	10/11/2018 02:30:00 PM	18-051655	VEHICLE THEFT - AUTO	26Y	77TH AV & HAWLEY ST	Oakland	CA	"77TH AV &amp; HAWLEY ST
Oakland, CA
(37.752524, -122.192218)"
BURGLARY	11/15/2018 11:00:00 AM	18-058046	BURGLARY-FORCIBLE ENTRY	31X	700 BLK 73RD AVENUE	Oakland	CA	"700 BLK 73RD AVENUE
Oakland, CA
(37.752413, -122.197729)"
THEFT/LARCENY	11/07/2018 03:30:00 AM	18-915891	BURGLARY-AUTO	15X	800 BROOKLYN AVE	Oakland	CA	"800 BROOKLYN AVE
Oakland, CA
(37.802902, -122.243579)"
ROBBERY	11/03/2018 09:30:00 AM	18-055781	ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)	18X	21ST AV & E 21ST ST	Oakland	CA	"21ST AV &amp; E 21ST ST
Oakland, CA
(37.7902, -122.234133)"
ASSAULT	10/06/2018 09:00:00 PM	18-050841	FORCE/ADW-OTHER DANGEROUS WEAPON:GBI	34X	96TH AV & OLIVE ST	Oakland	CA	"96TH AV &amp; OLIVE ST
Oakland, CA
(37.748787, -122.165045)"
ASSAULT	10/15/2018 03:59:00 PM	18-052382	BATTERY	04X	18TH ST & MARTIN LUTHER KING JR WY	Oakland	CA	"18TH ST &amp; MARTIN LUTHER KING JR WY
Oakland, CA
(37.808632, -122.274434)"
MOTOR VEHICLE THEFT	11/15/2018 07:13:00 PM	18-057980	VEHICLE THEFT - AUTO	13X	5200 GOLDEN GATE AV	Oakland	CA	"5200 GOLDEN GATE AV
Oakland, CA
(37.845167, -122.23353)"
ASSAULT	11/16/2018 02:30:00 PM	18-058102	THREAT CRIME:INT:TERRORIZE	27Y	6100 HAYES ST	Oakland	CA	"6100 HAYES ST
Oakland, CA
(37.767969, -122.193439)"
MOTOR VEHICLE THEFT	10/09/2018 07:00:00 PM	18-051424	VEHICLE THEFT - AUTO	23X	4000 ALAMEDA AV	Oakland	CA	"4000 ALAMEDA AV
Oakland, CA
(37.768208, -122.22405)"
MOTOR VEHICLE THEFT	10/16/2018 07:30:00 AM	18-053885	VEHICLE THEFT - AUTO	05Y	17TH ST & CAMPBELL ST	Oakland	CA	"17TH ST &amp; CAMPBELL ST
Oakland, CA
(37.814033, -122.293663)"
ASSAULT	10/16/2018 09:00:00 PM	18-052620	CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE	34X	1900 90TH AV	Oakland	CA	"1900 90TH AV
Oakland, CA
(37.752108, -122.168929)"
ROBBERY	10/07/2018 06:29:00 PM	18-050967	ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)	29X	62ND AV & BRANN ST	Oakland	CA	"62ND AV &amp; BRANN ST
Oakland, CA
(37.772727, -122.184513)"
VANDALISM	11/15/2018 07:05:00 PM	18-057979	VANDALISM	04X	600 BLOCK OF 21ST ST	Oakland	CA	"600 BLOCK OF 21ST ST
Oakland, CA
(37.810664, -122.271397)"
THEFT/LARCENY	10/18/2018 09:00:00 PM	18-053296	BURGLARY-AUTO	04X	17TH ST & SAN PABLO AV	Oakland	CA	"17TH ST &amp; SAN PABLO AV
Oakland, CA
(37.807118, -122.272124)"
MOTOR VEHICLE THEFT	10/18/2018 09:00:00 AM	18-053057	VEHICLE THEFT - AUTO	17X	800 FOOTHILL BLVD	Oakland	CA	"800 FOOTHILL BLVD
Oakland, CA
(37.794721, -122.249352)"
ASSAULT	11/15/2018 02:20:00 PM	18-057968	BATTERY	02X	900 MARKET ST	Oakland	CA	"900 MARKET ST
Oakland, CA
(37.803906, -122.282444)"
BURGLARY	11/05/2018 09:00:00 PM	18-915900	BURGLARY-FORCIBLE ENTRY	19X	2000 SOLANO WAY	Oakland	CA	"2000 SOLANO WAY
Oakland, CA
(37.785406, -122.240382)"
MOTOR VEHICLE THEFT	10/24/2018 07:00:00 PM	18-054690	VEHICLE THEFT - AUTO	07X	2600 MYRTLE ST	Oakland	CA	"2600 MYRTLE ST
Oakland, CA
(37.817757, -122.278603)"
DISTURBING THE PEACE	11/16/2018 08:36:00 AM	18-058042	DISTURB THE PEACE	07X	2300 SAN PABLO AV	Oakland	CA	"2300 SAN PABLO AV
Oakland, CA
(37.813591, -122.274188)"
ROBBERY	10/28/2018 02:45:00 PM	18-054772	ROBBERY-FIREARM	35Y	10900 ETTRICK ST	Oakland	CA	"10900 ETTRICK ST
Oakland, CA
(37.751319, -122.130333)"
MOTOR VEHICLE THEFT	10/11/2018 08:00:00 AM	18-054422	VEHICLE THEFT - AUTO	05X	18TH ST & MYRTLE ST	Oakland	CA	"18TH ST &amp; MYRTLE ST
Oakland, CA
(37.811381, -122.280908)"
ROBBERY	11/04/2018 03:30:00 PM	18-056009	ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)	03X	6TH ST & OAK ST	Oakland	CA	"6TH ST &amp; OAK ST
Oakland, CA
(37.795564, -122.266309)"
MOTOR VEHICLE THEFT	11/14/2018 05:30:00 AM	18-057742	VEHICLE THEFT - AUTO	02X	5TH ST & MANDELA PKWY	Oakland	CA	"5TH ST &amp; MANDELA PKWY
Oakland, CA
(37.803813, -122.294086)"
THEFT/LARCENY	11/06/2018 09:00:00 PM	18-915885	BURGLARY-AUTO		WEBSTER ST	Oakland	CA	"WEBSTER ST
Oakland, CA"
THEFT/LARCENY	11/04/2018 05:00:00 PM	18-915875	BURGLARY-AUTO	04X	1600 FRANKLIN ST	Oakland	CA	"1600 FRANKLIN ST
Oakland, CA
(37.805391, -122.268994)"
MOTOR VEHICLE THEFT	10/19/2018 07:18:00 AM	18-053037	VEHICLE THEFT - AUTO	25X	MOUNTAIN BLVD & RUSTING AV	Oakland	CA	"MOUNTAIN BLVD &amp; RUSTING AV
Oakland, CA
(37.782938, -122.175715)"
DRUGS/ALCOHOL VIOLATIONS	11/07/2018 01:50:00 PM	18-056560	POSSESS MARIJUANA/HASHISH FOR SALE	06X	3200 MARTIN LUTHER KING JR W	Oakland	CA	"3200 MARTIN LUTHER KING JR W
Oakland, CA"
THEFT/LARCENY	10/10/2018 08:15:00 PM	18-914361	BURGLARY-AUTO	01X	400 2ND ST	Oakland	CA	"400 2ND ST
Oakland, CA
(37.795585, -122.275115)"
ASSAULT	10/09/2018 08:45:00 AM	18-051213	THREAT CRIME:INT:TERRORIZE	02Y	800 CAMPBELL VILLAGE CT	Oakland	CA	"800 CAMPBELL VILLAGE CT
Oakland, CA
(37.807536, -122.299751)"
THEFT/LARCENY	10/05/2018 08:00:00 PM	18-914117	BURGLARY-AUTO	14Y	500 LAKE PARK AV	Oakland	CA	"500 LAKE PARK AV
Oakland, CA
(37.810718, -122.247325)"
ROBBERY	10/22/2018 05:20:00 PM	18-053733	ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)	02X	700 MARKET ST	Oakland	CA	"700 MARKET ST
Oakland, CA
(37.803019, -122.282748)"
ASSAULT	11/06/2018 07:15:00 PM	18-056396	BATTERY	30X	7300 INTERNATIONAL BLVD	Oakland	CA	"7300 INTERNATIONAL BLVD
Oakland, CA
(37.759176, -122.18689)"
ASSAULT	10/08/2018 05:45:00 AM	18-051017	BATTERY	26X	46TH AV & COLISEUM WY	Oakland	CA	"46TH AV &amp; COLISEUM WY
Oakland, CA
(37.766069, -122.217793)"
HOMICIDE	10/22/2018 05:15:00 AM	18-053573	MURDER	20X	E 12TH ST & 23RD AV	Oakland	CA	"E 12TH ST &amp; 23RD AV
Oakland, CA
(37.782475, -122.236819)"
MOTOR VEHICLE THEFT	11/12/2018 01:29:00 PM	18-057517	VEHICLE THEFT - AUTO	19X	600 E 8TH ST	Oakland	CA	"600 E 8TH ST
Oakland, CA
(37.792241, -122.256681)"
VANDALISM	10/16/2018 09:30:00 PM	18-914694	VANDALISM	01X	3RD ST & CLAY ST	Oakland	CA	"3RD ST &amp; CLAY ST
Oakland, CA
(37.797687, -122.278331)"
THEFT/LARCENY	10/06/2018 12:00:00 AM	18-914161	THEFT	04X	1700 TELEGRAPH AV	Oakland	CA	"1700 TELEGRAPH AV
Oakland, CA
(37.806838, -122.270252)"
THEFT/LARCENY	10/17/2018 07:00:00 PM	18-915152	BURGLARY-AUTO	01X	3RD ST & CLAY ST	Oakland	CA	"3RD ST &amp; CLAY ST
Oakland, CA
(37.797687, -122.278331)"
THEFT/LARCENY	11/05/2018 06:00:00 PM	18-915878	BURGLARY-AUTO	01X	300 HARRISON ST	Oakland	CA	"300 HARRISON ST
Oakland, CA
(37.795955, -122.271728)"
ASSAULT	10/30/2018 01:45:00 PM	18-055104	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	26Y	77TH AV & HAWLEY ST	Oakland	CA	"77TH AV &amp; HAWLEY ST
Oakland, CA
(37.752524, -122.192218)"
MOTOR VEHICLE THEFT	10/14/2018 05:00:00 PM	18-052396	ATTEMPT VEHICLE THEFT-AUTO	14X	BELMONT ST & PERKINS ST	Oakland	CA	"BELMONT ST &amp; PERKINS ST
Oakland, CA
(37.809881, -122.255689)"
MOTOR VEHICLE THEFT	10/05/2018 11:37:00 AM	18-050603	VEHICLE THEFT - AUTO	19X	800 E 8TH ST	Oakland	CA	"800 E 8TH ST
Oakland, CA
(37.790788, -122.254067)"
MOTOR VEHICLE THEFT	10/17/2018 11:59:00 AM	18-052749	VEHICLE THEFT - AUTO	26X	5000 COLISEUM WY	Oakland	CA	"5000 COLISEUM WY
Oakland, CA
(37.764251, -122.2152)"
MOTOR VEHICLE THEFT	10/27/2018 02:00:00 PM	18-055082	VEHICLE THEFT - AUTO	03X	7TH ST & FALLON ST	Oakland	CA	"7TH ST &amp; FALLON ST
Oakland, CA
(37.795747, -122.264718)"
ASSAULT	11/05/2018 01:11:00 PM	18-056125	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	26Y	77TH AV & HAWLEY ST	Oakland	CA	"77TH AV &amp; HAWLEY ST
Oakland, CA
(37.752524, -122.192218)"
THEFT/LARCENY	11/05/2018 10:00:00 AM	18-915901	THEFT	23X	3300 E 12TH ST	Oakland	CA	"3300 E 12TH ST
Oakland, CA
(37.776182, -122.225334)"
FRAUD	11/16/2018 11:10:00 AM	18-916488	USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.	30X	7600 LOCKWOOD ST	Oakland	CA	"7600 LOCKWOOD ST
Oakland, CA
(37.761468, -122.179687)"
THEFT/LARCENY	10/02/2018 09:00:00 PM	18-914108	BURGLARY-AUTO	04X	W GRAND AV & TELEGRAPH AV	Oakland	CA	"W GRAND AV &amp; TELEGRAPH AV
Oakland, CA
(37.811824, -122.268996)"
THEFT/LARCENY	10/16/2018 08:45:00 PM	18-052833	GRAND THEFT	22X	3900 FRUITVALE AV	Oakland	CA	"3900 FRUITVALE AV
Oakland, CA
(37.80524, -122.212559)"
THEFT/LARCENY	11/06/2018 07:20:00 PM	18-915903	BURGLARY-AUTO	17X	700 E 19TH ST	Oakland	CA	"700 E 19TH ST
Oakland, CA
(37.797567, -122.247558)"
DUI	11/07/2018 12:47:00 AM	18-056430	DUI ALCOHOL/DRUGS WITH DEATH/BODILY INJURY (AMENDED)	26Y	69TH AV & LION WY	Oakland	CA	"69TH AV &amp; LION WY
Oakland, CA
(37.756149, -122.197352)"
ROBBERY	10/27/2018 11:40:00 PM	18-054668	ROBBERY-FIREARM	20X	1600 29TH AV	Oakland	CA	"1600 29TH AV
Oakland, CA
(37.781048, -122.227427)"
