CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
THEFT/LARCENY,08/18/2018 12:00:00 AM,18-042290,THEFT,29X,2900 61ST AV,Oakland,CA,"2900 61ST AV
Oakland, CA
(37.772554, -122.186056)"
THEFT/LARCENY,08/13/2018 11:09:00 PM,18-910950,BURGLARY-AUTO,77X,00,Oakland,CA,"00
Oakland, CA"
ASSAULT,10/18/2018 09:48:00 PM,18-053008,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,35X,8600 HILLSIDE ST,Oakland,CA,"8600 HILLSIDE ST
Oakland, CA
(37.757666, -122.164138)"
THEFT/LARCENY,10/18/2018 12:00:00 AM,18-052987,BURGLARY-AUTO,31Y,8300 EDES AV,Oakland,CA,"8300 EDES AV
Oakland, CA
(37.744722, -122.195953)"
ASSAULT,10/16/2018 04:00:00 AM,18-052482,BATTERY,02Y,300 HENRY ST,Oakland,CA,"300 HENRY ST
Oakland, CA
(37.803104, -122.298033)"
MOTOR VEHICLE THEFT,10/17/2018 05:00:00 PM,18-053045,VEHICLE THEFT - AUTO,10X,1100 61ST ST,Oakland,CA,"1100 61ST ST
Oakland, CA
(37.843987, -122.283878)"
ASSAULT,08/15/2018 12:39:00 AM,18-040924,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,35X,8900 LAWLOR ST,Oakland,CA,"8900 LAWLOR ST
Oakland, CA
(37.757104, -122.159538)"
THEFT/LARCENY,09/25/2018 04:00:00 PM,18-913467,BURGLARY-AUTO,77X,EDGEWATER DR,Oakland,CA,"EDGEWATER DR
Oakland, CA"
THEFT/LARCENY,08/11/2018 02:01:00 PM,18-911273,THEFT,31Y,8400 ENTERPRISE WY,Oakland,CA,"8400 ENTERPRISE WY
Oakland, CA
(37.744027, -122.194899)"
VANDALISM,08/11/2018 12:56:00 AM,18-041480,VANDALISM-$400+,29X,5800 FLEMING AV,Oakland,CA,"5800 FLEMING AV
Oakland, CA
(37.772952, -122.190097)"
VANDALISM,08/15/2018 05:30:00 PM,18-041434,"VANDALISM [UNDER $1,000] (AMENDED)",15X,3000 LAKESHORE AV,Oakland,CA,"3000 LAKESHORE AV
Oakland, CA
(37.809105, -122.247522)"
ASSAULT,10/18/2018 05:00:00 PM,18-052981,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,18Y,2700 14TH AV,Oakland,CA,"2700 14TH AV
Oakland, CA
(37.796672, -122.232916)"
THEFT/LARCENY,09/08/2018 07:30:00 PM,18-912552,BURGLARY-AUTO,08X,2700 NORTHGATE AV,Oakland,CA,"2700 NORTHGATE AV
Oakland, CA"
MOTOR VEHICLE THEFT,09/08/2018 07:00:00 PM,18-045772,VEHICLE THEFT - AUTO,12Y,6200 COLLEGE AV,Oakland,CA,"6200 COLLEGE AV
Oakland, CA
(37.849956, -122.252341)"
THEFT/LARCENY,08/21/2018 08:00:00 PM,18-042508,THEFT,28X,3500 PIERSON ST,Oakland,CA,"3500 PIERSON ST
Oakland, CA
(37.783215, -122.189116)"
BURGLARY,09/11/2018 09:00:00 AM,18-046171,ATTEMPTED BURGLARY,21X,2300 E 27TH ST,Oakland,CA,"2300 E 27TH ST
Oakland, CA
(37.793552, -122.226709)"
MOTOR VEHICLE THEFT,08/31/2018 12:00:00 PM,18-044719,VEHICLE THEFT - AUTO,02X,800 MYRTLE ST,Oakland,CA,"800 MYRTLE ST
Oakland, CA
(37.803963, -122.283671)"
FRAUD,08/07/2018 01:35:00 PM,18-911347,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,12Y,300 63RD ST,Oakland,CA,"300 63RD ST
Oakland, CA
(37.850346, -122.252379)"
THEFT/LARCENY,08/31/2018 01:00:00 AM,18-912159,BURGLARY-AUTO,35X,8900 LAWLOR ST,Oakland,CA,"8900 LAWLOR ST
Oakland, CA
(37.757104, -122.159538)"
ASSAULT,09/04/2018 12:30:00 AM,18-044721,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,27X,4400 INTERNATIONAL BLVD,Oakland,CA,"4400 INTERNATIONAL BLVD
Oakland, CA
(37.771906, -122.213818)"
THEFT/LARCENY,10/06/2018 08:35:00 PM,18-914124,BURGLARY-AUTO,04X,1700 WEBSTER ST,Oakland,CA,"1700 WEBSTER ST
Oakland, CA
(37.805977, -122.267156)"
FRAUD,07/26/2018 05:25:00 PM,18-910115,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,32Y,2300 WARNER AV,Oakland,CA,"2300 WARNER AV
Oakland, CA
(37.747711, -122.159853)"
THEFT/LARCENY,09/03/2018 08:30:00 PM,18-044699,BURGLARY-AUTO,03X,300 9TH ST,Oakland,CA,"300 9TH ST
Oakland, CA
(37.799419, -122.269606)"
THEFT/LARCENY,09/10/2018 09:15:00 PM,18-912915,THEFT,31X,7000 COLISEUM WY,Oakland,CA,"7000 COLISEUM WY
Oakland, CA
(37.754734, -122.204926)"
MOTOR VEHICLE THEFT,09/24/2018 11:20:00 PM,18-913489,ATTEMPT VEHICLE THEFT-AUTO,04X,200 LAKESIDE DR,Oakland,CA,"200 LAKESIDE DR
Oakland, CA
(37.806134, -122.2628)"
DRUGS/ALCOHOL VIOLATIONS,08/10/2018 11:55:00 PM,18-040248,DISORDERLY CONDUCT - ALCOHOL,04X,1700 BROADWAY,Oakland,CA,"1700 BROADWAY
Oakland, CA
(37.806798, -122.269629)"
ASSAULT,10/16/2018 04:35:00 PM,18-052587,EXHIBIT FIREARM,27Y,5800 E 17TH ST,Oakland,CA,"5800 E 17TH ST
Oakland, CA
(37.767285, -122.198197)"
THEFT/LARCENY,07/25/2018 03:00:00 AM,18-037002,THEFT,07X,2300 SAN PABLO AV,Oakland,CA,"2300 SAN PABLO AV
Oakland, CA
(37.813591, -122.274188)"
VANDALISM,09/24/2018 07:20:00 PM,18-913604,VANDALISM,77X,21ST ST,Oakland,CA,"21ST ST
Oakland, CA"
ASSAULT,08/12/2018 02:00:00 AM,18-040965,INFLICT CRPL INJ SP/COHAB,06X,900 W MACARTHUR BLVD,Oakland,CA,"900 W MACARTHUR BLVD
Oakland, CA
(37.828156, -122.274969)"
BURGLARY,10/12/2018 12:20:00 PM,18-051868,ATTEMPTED BURGLARY,23X,1600 36TH AV,Oakland,CA,"1600 36TH AV
Oakland, CA
(37.778754, -122.220081)"
DRUGS/ALCOHOL VIOLATIONS,07/24/2018 06:31:00 PM,18-036917,MANUFACTURE/ETC CONTROLLED SUBSTANCE,31Y,8300 BALDWIN ST,Oakland,CA,"8300 BALDWIN ST
Oakland, CA
(37.746373, -122.193919)"
DISTURBING THE PEACE,08/31/2018 04:30:00 PM,18-044786,DISTURB THE PEACE,26Y,1200 60TH AV,Oakland,CA,"1200 60TH AV
Oakland, CA
(37.76241, -122.202064)"
THEFT/LARCENY,09/01/2018 09:50:00 AM,18-912170,BURGLARY-AUTO,01X,500 3RD ST,Oakland,CA,"500 3RD ST
Oakland, CA
(37.797189, -122.277105)"
ASSAULT,09/30/2018 02:10:00 AM,18-049705,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,25X,3500 LOMA VISTA AV,Oakland,CA,"3500 LOMA VISTA AV
Oakland, CA
(37.791742, -122.200142)"
MOTOR VEHICLE THEFT,07/25/2018 04:30:00 PM,18-037096,VEHICLE THEFT - AUTO,35X,9300 PEACH ST,Oakland,CA,"9300 PEACH ST
Oakland, CA
(37.752406, -122.163506)"
VANDALISM,08/16/2018 09:20:00 AM,18-041182,VANDALISM:DAMAGE PROPERTY,35X,2300 92ND AV,Oakland,CA,"2300 92ND AV
Oakland, CA
(37.753201, -122.164087)"
ROBBERY,10/16/2018 10:40:00 PM,18-052767,ROBBERY-OTHER DANGEROUS WEAPON,17X,500 E 18TH ST,Oakland,CA,"500 E 18TH ST
Oakland, CA
(37.798293, -122.250046)"
ASSAULT,08/14/2018 07:00:00 PM,18-040905,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,25Y,8000 GREENRIDGE DR,Oakland,CA,"8000 GREENRIDGE DR
Oakland, CA
(37.772468, -122.154154)"
ASSAULT,08/14/2018 05:15:00 PM,18-040860,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,33X,900 81ST AV,Oakland,CA,"900 81ST AV
Oakland, CA
(37.752, -122.18774)"
THEFT/LARCENY,08/12/2018 04:30:00 PM,18-910966,BURGLARY-AUTO,77X,REDWOOD ROAD,Oakland,CA,"REDWOOD ROAD
Oakland, CA"
THEFT/LARCENY,10/15/2018 05:20:00 PM,18-914655,GRAND THEFT,08X,3400 TELEGRAPH AV,Oakland,CA,"3400 TELEGRAPH AV
Oakland, CA
(37.822749, -122.266173)"
BURGLARY,07/26/2018 12:30:00 PM,18-037275,BURGLARY-FORCIBLE ENTRY,32Y,2300 100TH AV,Oakland,CA,"2300 100TH AV
Oakland, CA
(37.74543, -122.157767)"
ASSAULT,10/01/2018 06:00:00 AM,18-049717,BATTERY,32X,9900 C ST,Oakland,CA,"9900 C ST
Oakland, CA
(37.741391, -122.174066)"
ASSAULT,07/27/2018 02:00:00 PM,18-037418,BATTERY,29X,7000 MACARTHUR BLVD,Oakland,CA,"7000 MACARTHUR BLVD
Oakland, CA
(37.770367, -122.174652)"
MOTOR VEHICLE THEFT,07/26/2018 05:00:00 AM,18-037274,VEHICLE THEFT - AUTO,04X,2100 SAN PABLO AV,Oakland,CA,"2100 SAN PABLO AV
Oakland, CA
(37.810893, -122.273317)"
ASSAULT,10/19/2018 05:45:00 PM,18-053139,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,29X,6100 SEMINARY AV,Oakland,CA,"6100 SEMINARY AV
Oakland, CA
(37.780054, -122.176822)"
THEFT/LARCENY,08/31/2018 09:00:00 AM,18-912135,BURGLARY-AUTO,31Z,10200 PIPPIN ST,Oakland,CA,"10200 PIPPIN ST
Oakland, CA
(37.736705, -122.177902)"
ASSAULT,07/23/2018 10:00:00 PM,18-037273,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,24X,4100 MERA ST,Oakland,CA,"4100 MERA ST
Oakland, CA
(37.777508, -122.212167)"
DRUGS/ALCOHOL VIOLATIONS,07/25/2018 03:45:00 PM,18-037070,POSSESS/PURCHASE FOR SALE NARCOTIC/CONTROLLED SUBSTANCE,34X,1400 89TH AV,Oakland,CA,"1400 89TH AV
Oakland, CA
(37.750412, -122.174733)"
ASSAULT,08/15/2018 11:49:00 PM,18-041115,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,34X,1800 96TH AV,Oakland,CA,"1800 96TH AV
Oakland, CA
(37.7478, -122.167181)"
ASSAULT,07/26/2018 09:27:00 PM,18-037318,BATTERY,04X,1400 JEFFERSON ST,Oakland,CA,"1400 JEFFERSON ST
Oakland, CA
(37.805744, -122.274769)"
THEFT/LARCENY,09/25/2018 07:45:00 PM,18-913518,THEFT,09X,100 MONTE CRESTA AV,Oakland,CA,"100 MONTE CRESTA AV
Oakland, CA
(37.825009, -122.249495)"
THEFT/LARCENY,08/11/2018 09:10:00 PM,18-910932,BURGLARY-AUTO,19X,00,Oakland,CA,"00
Oakland, CA"
BURGLARY,08/09/2018 03:46:00 PM,18-039841,BURGLARY-FORCIBLE ENTRY,28X,5400 MACARTHUR BLVD,Oakland,CA,"5400 MACARTHUR BLVD
Oakland, CA
(37.779138, -122.187044)"
BURGLARY,10/19/2018 04:09:00 AM,18-053076,BURGLARY-NO FORCE,23X,4100 INTERNATIONAL BLVD,Oakland,CA,"4100 INTERNATIONAL BLVD
Oakland, CA
(37.773309, -122.216748)"
FRAUD,08/13/2018 03:30:00 PM,18-910900,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,29X,7000 MACARTHUR BLVD,Oakland,CA,"7000 MACARTHUR BLVD
Oakland, CA
(37.770367, -122.174652)"
DISTURBING THE PEACE,08/16/2018 10:20:00 AM,18-911197,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,03X,1000 JACKSON ST,Oakland,CA,"1000 JACKSON ST
Oakland, CA
(37.799343, -122.266902)"
ASSAULT,07/25/2018 01:34:00 PM,18-037046,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,14X,400 VERNON ST,Oakland,CA,"400 VERNON ST
Oakland, CA
(37.816345, -122.254247)"
ASSAULT,08/15/2018 11:00:00 PM,18-041113,BATTERY,29X,2500 MASON ST,Oakland,CA,"2500 MASON ST
Oakland, CA
(37.771933, -122.192397)"
MOTOR VEHICLE THEFT,07/26/2018 06:40:00 AM,18-910107,ATTEMPT VEHICLE THEFT-AUTO,19X,1200 21ST AV,Oakland,CA,"1200 21ST AV
Oakland, CA
(37.784398, -122.239692)"
ASSAULT,08/28/2018 12:00:00 PM,18-044724,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,24Y,3700 PENNIMAN AV,Oakland,CA,"3700 PENNIMAN AV
Oakland, CA
(37.788361, -122.204957)"
ASSAULT,09/02/2018 01:43:00 PM,18-044469,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,30X,7600 LOCKWOOD ST,Oakland,CA,"7600 LOCKWOOD ST
Oakland, CA
(37.761468, -122.179687)"
BURGLARY,08/10/2018 07:15:00 AM,18-910946,BURGLARY-FORCIBLE ENTRY,16Y,1500 MACARTHUR BLVD,Oakland,CA,"1500 MACARTHUR BLVD
Oakland, CA
(37.800983, -122.225884)"
THEFT/LARCENY,09/26/2018 06:45:00 AM,18-913511,BURGLARY-AUTO,23X,3900 ALAMEDA AV,Oakland,CA,"3900 ALAMEDA AV
Oakland, CA
(37.768227, -122.225001)"
MOTOR VEHICLE THEFT,09/29/2018 09:00:00 PM,18-049665,VEHICLE THEFT - AUTO,21Y,3100 CUTHBERT AV,Oakland,CA,"3100 CUTHBERT AV
Oakland, CA
(37.793185, -122.215213)"
THEFT/LARCENY,10/16/2018 12:00:00 AM,18-914661,BURGLARY-AUTO,28X,3200 MORCOM AV,Oakland,CA,"3200 MORCOM AV
Oakland, CA
(37.779753, -122.189417)"
ASSAULT,07/25/2018 04:30:00 PM,18-037091,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,29X,5800 BANCROFT AV,Oakland,CA,"5800 BANCROFT AV
Oakland, CA
(37.771009, -122.192459)"
DUI,09/30/2018 04:56:00 AM,18-049555,DUI ALCOHOL/DRUGS,21X,2400 26TH AV,Oakland,CA,"2400 26TH AV
Oakland, CA
(37.788663, -122.225197)"
DISTURBING THE PEACE,10/18/2018 02:03:00 PM,18-052983,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,77X,00,Oakland,CA,"00
Oakland, CA"
MOTOR VEHICLE THEFT,10/14/2018 12:00:00 PM,18-052419,VEHICLE THEFT - AUTO,09X,4000 BROADWAY,Oakland,CA,"4000 BROADWAY
Oakland, CA
(37.827697, -122.256531)"
MOTOR VEHICLE THEFT,10/15/2018 12:00:00 AM,18-914648,ATTEMPT VEHICLE THEFT-AUTO,17X,1800 13TH AV,Oakland,CA,"1800 13TH AV
Oakland, CA
(37.792503, -122.243504)"
MOTOR VEHICLE THEFT,09/27/2018 04:00:00 PM,18-049327,VEHICLE THEFT - AUTO,17X,1700 11TH AV,Oakland,CA,"1700 11TH AV
Oakland, CA
(37.793469, -122.245868)"
ASSAULT,09/29/2018 01:00:00 PM,18-049475,BATTERY,04X,500 21ST ST,Oakland,CA,"500 21ST ST
Oakland, CA
(37.810397, -122.269904)"
ASSAULT,08/23/2018 10:23:00 PM,18-042784,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,30X,1800 78TH AV,Oakland,CA,"1800 78TH AV
Oakland, CA
(37.761084, -122.17792)"
ASSAULT,08/25/2018 12:15:00 AM,18-042898,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,31X,600 66TH AV,Oakland,CA,"600 66TH AV
Oakland, CA
(37.754907, -122.205311)"
ASSAULT,08/26/2018 12:00:00 AM,18-043159,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,04X,500 21ST ST,Oakland,CA,"500 21ST ST
Oakland, CA
(37.810397, -122.269904)"
THEFT/LARCENY,08/22/2018 05:45:00 AM,18-911554,BURGLARY-AUTO,23X,1700 40TH AV,Oakland,CA,"1700 40TH AV
Oakland, CA
(37.776297, -122.216604)"
THEFT/LARCENY,10/18/2018 11:00:00 PM,18-914836,BURGLARY-AUTO,04X,500 16TH ST,Oakland,CA,"500 16TH ST
Oakland, CA
(37.806119, -122.270459)"
BURGLARY,08/09/2018 12:05:00 AM,18-039789,BURGLARY-FORCIBLE ENTRY,22X,3500 DIMOND AV,Oakland,CA,"3500 DIMOND AV
Oakland, CA
(37.801005, -122.217148)"
DISTURBING THE PEACE,09/09/2018 12:00:00 AM,18-046304,DISTURB THE PEACE,35X,2400 88TH AV,Oakland,CA,"2400 88TH AV
Oakland, CA
(37.756459, -122.163704)"
BURGLARY,09/28/2018 09:00:00 AM,18-913680,BURGLARY-FORCIBLE ENTRY,04X,1500 ALICE ST,Oakland,CA,"1500 ALICE ST
Oakland, CA
(37.803714, -122.265637)"
THEFT/LARCENY,09/11/2018 07:00:00 PM,18-912812,BURGLARY-AUTO,14Y,500 LAKE PARK AV,Oakland,CA,"500 LAKE PARK AV
Oakland, CA
(37.810718, -122.247325)"
ASSAULT,10/15/2018 12:00:00 PM,18-052615,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,33X,1200 82ND AV,Oakland,CA,"1200 82ND AV
Oakland, CA
(37.753743, -122.182519)"
THEFT/LARCENY,10/18/2018 10:00:00 PM,18-914829,BURGLARY-AUTO,03X,200 10TH ST,Oakland,CA,"200 10TH ST
Oakland, CA
(37.799236, -122.26697)"
THEFT/LARCENY,10/12/2018 10:00:00 PM,18-914649,GRAND THEFT,14X,200 GRAND AV,Oakland,CA,"200 GRAND AV
Oakland, CA
(37.810775, -122.26147)"
THEFT/LARCENY,08/31/2018 07:30:00 PM,18-912189,GRAND THEFT,03Y,1200 CLAY ST,Oakland,CA,"1200 CLAY ST
Oakland, CA
(37.804497, -122.27411)"
ASSAULT,07/27/2018 06:00:00 PM,18-037455,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,08X,400 24TH ST,Oakland,CA,"400 24TH ST
Oakland, CA
(37.813443, -122.265801)"
ASSAULT,10/19/2018 06:19:00 AM,18-053034,BATTERY,09X,3600 BROADWAY,Oakland,CA,"3600 BROADWAY
Oakland, CA
(37.823327, -122.259244)"
THEFT/LARCENY,09/29/2018 02:28:00 PM,18-049477,THEFT,29X,6000 MORSE DR,Oakland,CA,"6000 MORSE DR
Oakland, CA
(37.772287, -122.187703)"
BURGLARY,08/13/2018 07:24:00 AM,18-040607,BURGLARY-NO FORCE,01X,300 OAK ST,Oakland,CA,"300 OAK ST
Oakland, CA
(37.793837, -122.267391)"
MOTOR VEHICLE THEFT,08/14/2018 05:05:00 PM,18-040852,VEHICLE THEFT - AUTO,32X,900 105TH AV,Oakland,CA,"900 105TH AV
Oakland, CA
(37.73554, -122.174609)"
VANDALISM,09/25/2018 09:40:00 PM,18-913523,VANDALISM,04X,2000 WEBSTER ST,Oakland,CA,"2000 WEBSTER ST
Oakland, CA
(37.80866, -122.266067)"
ASSAULT,09/03/2018 05:50:00 PM,18-044673,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,24Y,3100 35TH AV,Oakland,CA,"3100 35TH AV
Oakland, CA
(37.79073, -122.205678)"
ASSAULT,09/03/2018 05:28:00 AM,18-044574,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,34X,1700 90TH AV,Oakland,CA,"1700 90TH AV
Oakland, CA
(37.751153, -122.171001)"
THEFT/LARCENY,08/31/2018 12:00:00 AM,18-912167,BURGLARY-AUTO,25X,4200 GREGORY ST,Oakland,CA,"4200 GREGORY ST
Oakland, CA
(37.793814, -122.185821)"
DRUGS/ALCOHOL VIOLATIONS,08/15/2018 02:25:00 PM,18-041033,POSS CONTROLLED SUBSTANCE WHILE ARMED W/LOADED FIREARM,20X,2500 E 12TH ST,Oakland,CA,"2500 E 12TH ST
Oakland, CA
(37.781102, -122.234237)"
THEFT/LARCENY,07/26/2018 09:00:00 PM,18-037335,BURGLARY-AUTO,08X,2400 TELEGRAPH AV,Oakland,CA,"2400 TELEGRAPH AV
Oakland, CA
(37.813813, -122.268493)"
ASSAULT,09/28/2018 10:00:00 PM,18-049673,BATTERY,04X,2200 MARTIN LUTHER KING JR W,Oakland,CA,"2200 MARTIN LUTHER KING JR W
Oakland, CA"
THEFT/LARCENY,07/26/2018 01:05:00 AM,18-910108,BURGLARY-AUTO,15X,600 ALMA AV,Oakland,CA,"600 ALMA AV
Oakland, CA
(37.804296, -122.239172)"
THEFT/LARCENY,08/15/2018 11:15:00 AM,18-911200,BURGLARY-AUTO,04X,300 21ST ST,Oakland,CA,"300 21ST ST
Oakland, CA
(37.809333, -122.263)"
VANDALISM,08/12/2018 08:00:00 PM,18-910971,VANDALISM,12X,4700 TELEGRAPH AV,Oakland,CA,"4700 TELEGRAPH AV
Oakland, CA
(37.834351, -122.263049)"
ASSAULT,09/28/2018 06:00:00 AM,18-049213,BATTERY,24X,2000 42ND AV,Oakland,CA,"2000 42ND AV
Oakland, CA
(37.776846, -122.211266)"
THEFT/LARCENY,10/18/2018 06:15:00 PM,18-914832,BURGLARY-AUTO,,CLAY ST,Oakland,CA,"CLAY ST
Oakland, CA"
ASSAULT,08/16/2018 01:30:00 PM,18-041220,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,22Y,3400 DAKOTA ST,Oakland,CA,"3400 DAKOTA ST
Oakland, CA
(37.793761, -122.202842)"
THEFT/LARCENY,08/11/2018 10:20:00 PM,18-910927,BURGLARY-AUTO,12X,51ST ST,Oakland,CA,"51ST ST
Oakland, CA"
THEFT/LARCENY,10/16/2018 11:45:00 AM,18-914669,GRAND THEFT,31Y,700 98TH AV,Oakland,CA,"700 98TH AV
Oakland, CA
(37.736896, -122.18256)"
ROBBERY,09/01/2018 07:00:00 PM,18-044376,ATTEMPTED ROBBERY-STRONG-ARM,05Y,1500 CAMPBELL ST,Oakland,CA,"1500 CAMPBELL ST
Oakland, CA
(37.812667, -122.294705)"
THEFT/LARCENY,08/10/2018 01:15:00 AM,18-911128,BURGLARY-AUTO,21Y,SCHOOL ST,Oakland,CA,"SCHOOL ST
Oakland, CA"
MOTOR VEHICLE THEFT,09/27/2018 12:15:00 AM,18-049012,VEHICLE THEFT - AUTO,21X,2500 26TH AV,Oakland,CA,"2500 26TH AV
Oakland, CA
(37.789875, -122.22413)"
MOTOR VEHICLE THEFT,09/01/2018 07:00:00 PM,18-044767,VEHICLE THEFT - AUTO,10Y,800 52ND ST,Oakland,CA,"800 52ND ST
Oakland, CA
(37.837094, -122.269289)"
BURGLARY,07/25/2018 09:32:00 PM,18-037147,BURGLARY-NO FORCE,12X,4800 SHATTUCK AV,Oakland,CA,"4800 SHATTUCK AV
Oakland, CA
(37.835192, -122.263819)"
ROBBERY,10/19/2018 03:32:00 PM,18-053116,ATTEMPTED ROBBERY-STRONG-ARM,14X,200 ADAMS ST,Oakland,CA,"200 ADAMS ST
Oakland, CA
(37.813228, -122.257957)"
THEFT/LARCENY,09/24/2018 09:30:00 PM,18-913700,BURGLARY-AUTO,08X,2400 WEBSTER ST,Oakland,CA,"2400 WEBSTER ST
Oakland, CA
(37.813446, -122.264865)"
ROBBERY,10/18/2018 11:03:00 AM,18-052929,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",77X,2100 HARRISON ST,Oakland,CA,"2100 HARRISON ST
Oakland, CA
(37.809308, -122.262812)"
MOTOR VEHICLE THEFT,07/26/2018 09:41:00 PM,18-037321,VEHICLE THEFT - AUTO,32Y,10200 FOOTHILL BLVD,Oakland,CA,"10200 FOOTHILL BLVD
Oakland, CA
(37.745141, -122.153399)"
THEFT/LARCENY,09/02/2018 02:30:00 PM,18-044494,BURGLARY-AUTO,04X,300 14TH ST,Oakland,CA,"300 14TH ST
Oakland, CA
(37.80292, -122.267606)"
THEFT/LARCENY,10/18/2018 07:35:00 PM,18-914839,BURGLARY-AUTO,77X,26TH ST,Oakland,CA,"26TH ST
Oakland, CA"
THEFT/LARCENY,08/15/2018 08:10:00 PM,18-911196,BURGLARY-AUTO,03X,200 11TH ST,Oakland,CA,"200 11TH ST
Oakland, CA
(37.799926, -122.266534)"
VANDALISM,07/25/2018 09:30:00 PM,18-910105,VANDALISM,04X,1900 MARTIN LUTHER KING JR W,Oakland,CA,"1900 MARTIN LUTHER KING JR W
Oakland, CA"
ASSAULT,07/26/2018 01:00:00 AM,18-037271,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,34X,8500 INTERNATIONAL BLVD,Oakland,CA,"8500 INTERNATIONAL BLVD
Oakland, CA
(37.753538, -122.177208)"
THEFT/LARCENY,07/26/2018 07:00:00 PM,18-910138,BURGLARY-AUTO,05X,1300 14TH ST,Oakland,CA,"1300 14TH ST
Oakland, CA
(37.810437, -122.289743)"
THEFT/LARCENY,08/09/2018 05:00:00 PM,18-042475,THEFT,30Y,2600 73RD AV,Oakland,CA,"2600 73RD AV
Oakland, CA
(37.766901, -122.175421)"
THEFT/LARCENY,08/22/2018 05:30:00 PM,18-043234,BURGLARY-AUTO,31X,8300 OAKPORT ST,Oakland,CA,"8300 OAKPORT ST
Oakland, CA
(37.740751, -122.198347)"
MOTOR VEHICLE THEFT,07/25/2018 09:30:00 AM,18-037097,VEHICLE THEFT - AUTO,02Y,900 PINE ST,Oakland,CA,"900 PINE ST
Oakland, CA
(37.810253, -122.302102)"
THEFT/LARCENY,08/22/2018 01:00:00 AM,18-042711,BURGLARY-AUTO,33X,8600 INTERNATIONAL BLVD,Oakland,CA,"8600 INTERNATIONAL BLVD
Oakland, CA
(37.752728, -122.176611)"
THEFT/LARCENY,10/18/2018 05:30:00 PM,18-914837,BURGLARY-AUTO,01X,200 CLAY ST,Oakland,CA,"200 CLAY ST
Oakland, CA
(37.797267, -122.278611)"
THEFT/LARCENY,08/22/2018 07:00:00 PM,18-911613,BURGLARY-AUTO,16X,3200 LAKESHORE AV,Oakland,CA,"3200 LAKESHORE AV
Oakland, CA
(37.810256, -122.245497)"
ASSAULT,08/24/2018 01:07:00 PM,18-042916,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,35X,9000 THERMAL ST,Oakland,CA,"9000 THERMAL ST
Oakland, CA
(37.755645, -122.16021)"
DISTURBING THE PEACE,09/11/2018 09:10:00 AM,18-912787,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,30X,1600 80TH AV,Oakland,CA,"1600 80TH AV
Oakland, CA
(37.758182, -122.1784)"
DISTURBING THE PEACE,08/16/2018 03:26:00 PM,18-041264,DISTURB THE PEACE,25X,4800 DAISY ST,Oakland,CA,"4800 DAISY ST
Oakland, CA
(37.78481, -122.184988)"
ASSAULT,08/05/2018 08:30:00 PM,18-039106,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,04X,600 14TH ST,Oakland,CA,"600 14TH ST
Oakland, CA
(37.805825, -122.274977)"
THEFT/LARCENY,09/25/2018 07:00:00 AM,18-913691,BURGLARY-AUTO,33X,8000 SAN LEANDRO ST,Oakland,CA,"8000 SAN LEANDRO ST
Oakland, CA
(37.749812, -122.192414)"
THEFT/LARCENY,08/04/2018 04:00:00 AM,18-911070,BURGLARY-AUTO,31Y,100 98TH AV,Oakland,CA,"100 98TH AV
Oakland, CA
(37.728129, -122.197428)"
DISTURBING THE PEACE,08/21/2018 07:38:00 PM,18-043096,DISTURB THE PEACE,14Y,500 VERNON ST,Oakland,CA,"500 VERNON ST
Oakland, CA
(37.817892, -122.250695)"
